sample_id,expected_material,expected_material_cn,qc_result,grade,defect,disposition,surface_state,red_blue_ratio,nir_mean_800_1000,notes
qc_silver_pass_0166,silver,白银,pass,B,none,release,polished,1.05,0.945,标称白银饰品，产线质检 ROI
qc_silver_pass_0002,silver,白银,pass,A,none,release,brushed,1.02,0.9416,标称白银饰品，产线质检 ROI
qc_silver_fail_ox_0057,silver,白银,fail,C,oxidation,reject,oxidized,1.69,0.3894,标称白银，表面氧化严重
qc_silver_fail_ox_0015,silver,白银,fail,C,oxidation,reject,oxidized,1.33,0.3978,标称白银，表面氧化严重
qc_gold_fail_ox_0027,gold,黄金,fail,C,oxidation,reject,oxidized,1.2,0.3529,标称黄金，表面氧化发黑
qc_gold_pass_0087,gold,黄金,pass,B,none,release,brushed,1.95,0.9303,标称黄金饰品，产线质检 ROI
qc_gold_pass_0148,gold,黄金,pass,B,none,release,brushed,2.0,0.9454,标称黄金饰品，产线质检 ROI
qc_gold_fail_plating_0002,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.43,0.883,标称黄金，疑似镀金/镀银
qc_gold_pass_0047,gold,黄金,pass,A,none,release,brushed,2.06,0.9317,标称黄金饰品，产线质检 ROI
qc_silver_fail_ox_0032,silver,白银,fail,C,oxidation,reject,oxidized,1.21,0.4146,标称白银，表面氧化严重
qc_gold_pass_0085,gold,黄金,pass,B,none,release,polished,1.97,0.9365,标称黄金饰品，产线质检 ROI
qc_silver_fail_plating_0017,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.55,0.8799,标称白银，疑似镀金/镀银
qc_gold_recheck_nir_0041,gold,黄金,recheck,C,none,recheck,polished,2.28,0.8941,标称黄金，近红外反射略低，边界样本
qc_silver_pass_0149,silver,白银,pass,B,none,release,brushed,1.04,0.9399,标称白银饰品，产线质检 ROI
qc_gold_recheck_nir_0008,gold,黄金,recheck,C,none,recheck,brushed,2.09,0.8921,标称黄金，近红外反射略低，边界样本
qc_silver_pass_0052,silver,白银,pass,A,none,release,polished,1.04,0.942,标称白银饰品，产线质检 ROI
qc_gold_pass_0116,gold,黄金,pass,B,none,release,polished,2.19,0.9332,标称黄金饰品，产线质检 ROI
qc_silver_fail_ox_0045,silver,白银,fail,C,oxidation,reject,oxidized,1.63,0.4043,标称白银，表面氧化严重
qc_gold_pass_0071,gold,黄金,pass,B,none,release,polished,2.01,0.9455,标称黄金饰品，产线质检 ROI
qc_gold_fail_mismatch_0019,gold,黄金,fail,C,material_mismatch,reject,polished,1.07,0.8791,标称黄金，材质严重不符
qc_gold_recheck_copper_0002,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.21,0.8957,标称黄金，光谱疑似铜色替代
qc_silver_pass_0153,silver,白银,pass,A,none,release,brushed,1.02,0.9417,标称白银饰品，产线质检 ROI
qc_silver_pass_0021,silver,白银,pass,A,none,release,polished,1.03,0.9447,标称白银饰品，产线质检 ROI
qc_gold_pass_0019,gold,黄金,pass,A,none,release,polished,2.08,0.9291,标称黄金饰品，产线质检 ROI
qc_silver_fail_plating_0053,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.42,0.8793,标称白银，疑似镀金/镀银
qc_gold_recheck_nir_0031,gold,黄金,recheck,C,none,recheck,polished,2.08,0.8857,标称黄金，近红外反射略低，边界样本
qc_silver_pass_0142,silver,白银,pass,B,none,release,brushed,1.05,0.9473,标称白银饰品，产线质检 ROI
qc_gold_recheck_nir_0019,gold,黄金,recheck,C,none,recheck,polished,2.09,0.8891,标称黄金，近红外反射略低，边界样本
qc_silver_pass_0114,silver,白银,pass,B,none,release,brushed,1.01,0.9394,标称白银饰品，产线质检 ROI
qc_gold_pass_0045,gold,黄金,pass,B,none,release,polished,1.94,0.9415,标称黄金饰品，产线质检 ROI
qc_silver_fail_ox_0040,silver,白银,fail,C,oxidation,reject,oxidized,1.55,0.3901,标称白银，表面氧化严重
qc_silver_recheck_0042,silver,白银,recheck,C,none,recheck,polished,1.07,0.9087,标称白银，光谱指标边界偏离
qc_gold_pass_0048,gold,黄金,pass,B,none,release,polished,2.16,0.9395,标称黄金饰品，产线质检 ROI
qc_gold_fail_mismatch_0048,gold,黄金,fail,C,material_mismatch,reject,polished,2.13,0.8941,标称黄金，材质严重不符
qc_silver_pass_0121,silver,白银,pass,B,none,release,polished,1.01,0.9529,标称白银饰品，产线质检 ROI
qc_silver_pass_0138,silver,白银,pass,B,none,release,polished,1.03,0.9366,标称白银饰品，产线质检 ROI
qc_gold_pass_0145,gold,黄金,pass,B,none,release,polished,1.99,0.929,标称黄金饰品，产线质检 ROI
qc_silver_pass_0076,silver,白银,pass,B,none,release,polished,1.0,0.9446,标称白银饰品，产线质检 ROI
qc_silver_pass_0130,silver,白银,pass,B,none,release,polished,1.06,0.948,标称白银饰品，产线质检 ROI
qc_silver_pass_0083,silver,白银,pass,A,none,release,polished,1.02,0.9519,标称白银饰品，产线质检 ROI
qc_gold_pass_0017,gold,黄金,pass,B,none,release,brushed,2.17,0.9312,标称黄金饰品，产线质检 ROI
qc_silver_pass_0048,silver,白银,pass,B,none,release,brushed,1.01,0.9511,标称白银饰品，产线质检 ROI
qc_gold_pass_0009,gold,黄金,pass,B,none,release,brushed,2.19,0.9417,标称黄金饰品，产线质检 ROI
qc_gold_recheck_copper_0011,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.46,0.8939,标称黄金，光谱疑似铜色替代
qc_silver_fail_mismatch_0024,silver,白银,fail,C,material_mismatch,reject,polished,1.07,0.9049,标称白银，材质严重不符
qc_silver_pass_0156,silver,白银,pass,A,none,release,polished,1.02,0.9473,标称白银饰品，产线质检 ROI
qc_gold_fail_contam_0026,gold,黄金,fail,C,contamination,quarantine,contaminated,1.31,0.6704,标称黄金，表面污染
qc_gold_fail_contam_0054,gold,黄金,fail,C,contamination,quarantine,contaminated,1.33,0.6716,标称黄金，表面污染
qc_silver_fail_contam_0049,silver,白银,fail,C,contamination,quarantine,contaminated,1.13,0.6581,标称白银，表面污染
qc_gold_fail_ox_0011,gold,黄金,fail,C,oxidation,reject,oxidized,1.86,0.368,标称黄金，表面氧化发黑
qc_gold_recheck_copper_0008,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.03,0.8838,标称黄金，光谱疑似铜色替代
qc_silver_pass_0035,silver,白银,pass,B,none,release,polished,1.01,0.9567,标称白银饰品，产线质检 ROI
qc_silver_fail_contam_0051,silver,白银,fail,C,contamination,quarantine,contaminated,1.25,0.6679,标称白银，表面污染
qc_silver_recheck_0045,silver,白银,recheck,C,none,recheck,polished,1.03,0.9174,标称白银，光谱指标边界偏离
qc_gold_fail_ox_0047,gold,黄金,fail,C,oxidation,reject,oxidized,1.33,0.4286,标称黄金，表面氧化发黑
qc_gold_pass_0131,gold,黄金,pass,A,none,release,polished,2.11,0.9397,标称黄金饰品，产线质检 ROI
qc_gold_pass_0133,gold,黄金,pass,A,none,release,polished,2.08,0.9315,标称黄金饰品，产线质检 ROI
qc_silver_fail_ox_0047,silver,白银,fail,C,oxidation,reject,oxidized,1.56,0.4088,标称白银，表面氧化严重
qc_gold_fail_ox_0041,gold,黄金,fail,C,oxidation,reject,oxidized,1.72,0.3545,标称黄金，表面氧化发黑
qc_silver_pass_0010,silver,白银,pass,A,none,release,polished,1.04,0.9492,标称白银饰品，产线质检 ROI
qc_silver_pass_0060,silver,白银,pass,B,none,release,polished,1.0,0.943,标称白银饰品，产线质检 ROI
qc_gold_pass_0117,gold,黄金,pass,A,none,release,brushed,2.12,0.9355,标称黄金饰品，产线质检 ROI
qc_silver_pass_0064,silver,白银,pass,A,none,release,polished,1.03,0.9445,标称白银饰品，产线质检 ROI
qc_gold_fail_contam_0044,gold,黄金,fail,C,contamination,quarantine,contaminated,1.27,0.665,标称黄金，表面污染
qc_gold_pass_0095,gold,黄金,pass,A,none,release,brushed,2.14,0.9265,标称黄金饰品，产线质检 ROI
qc_gold_recheck_nir_0017,gold,黄金,recheck,C,none,recheck,polished,2.09,0.8962,标称黄金，近红外反射略低，边界样本
qc_silver_pass_0053,silver,白银,pass,B,none,release,brushed,1.07,0.9326,标称白银饰品，产线质检 ROI
qc_silver_pass_0009,silver,白银,pass,A,none,release,polished,1.03,0.9455,标称白银饰品，产线质检 ROI
qc_silver_fail_mismatch_0029,silver,白银,fail,C,material_mismatch,reject,polished,2.08,0.8916,标称白银，材质严重不符
qc_gold_pass_0035,gold,黄金,pass,A,none,release,polished,2.13,0.9295,标称黄金饰品，产线质检 ROI
qc_gold_fail_ox_0005,gold,黄金,fail,C,oxidation,reject,oxidized,1.52,0.3706,标称黄金，表面氧化发黑
qc_gold_pass_0012,gold,黄金,pass,B,none,release,brushed,2.01,0.9252,标称黄金饰品，产线质检 ROI
qc_silver_fail_contam_0038,silver,白银,fail,C,contamination,quarantine,contaminated,1.28,0.6436,标称白银，表面污染
qc_gold_recheck_nir_0011,gold,黄金,recheck,C,none,recheck,brushed,2.22,0.8778,标称黄金，近红外反射略低，边界样本
qc_gold_recheck_copper_0005,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.19,0.9159,标称黄金，光谱疑似铜色替代
qc_gold_pass_0134,gold,黄金,pass,B,none,release,brushed,2.16,0.9342,标称黄金饰品，产线质检 ROI
qc_silver_pass_0104,silver,白银,pass,B,none,release,polished,1.05,0.9456,标称白银饰品，产线质检 ROI
qc_silver_pass_0136,silver,白银,pass,B,none,release,polished,1.01,0.9443,标称白银饰品，产线质检 ROI
qc_gold_pass_0168,gold,黄金,pass,A,none,release,brushed,2.11,0.9506,标称黄金饰品，产线质检 ROI
qc_gold_pass_0126,gold,黄金,pass,A,none,release,brushed,2.05,0.9291,标称黄金饰品，产线质检 ROI
qc_silver_recheck_0021,silver,白银,recheck,C,none,recheck,polished,1.02,0.8983,标称白银，光谱指标边界偏离
qc_gold_pass_0046,gold,黄金,pass,A,none,release,brushed,2.13,0.9424,标称黄金饰品，产线质检 ROI
qc_silver_fail_plating_0035,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.4,0.8761,标称白银，疑似镀金/镀银
qc_gold_recheck_copper_0003,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.11,0.8879,标称黄金，光谱疑似铜色替代
qc_gold_fail_mismatch_0033,gold,黄金,fail,C,material_mismatch,reject,polished,1.09,0.8925,标称黄金，材质严重不符
qc_gold_fail_contam_0032,gold,黄金,fail,C,contamination,quarantine,contaminated,1.19,0.6453,标称黄金，表面污染
qc_silver_recheck_0034,silver,白银,recheck,C,none,recheck,polished,0.99,0.9095,标称白银，光谱指标边界偏离
qc_silver_pass_0140,silver,白银,pass,A,none,release,polished,1.03,0.9469,标称白银饰品，产线质检 ROI
qc_gold_pass_0078,gold,黄金,pass,A,none,release,brushed,2.05,0.9243,标称黄金饰品，产线质检 ROI
qc_silver_fail_ox_0063,silver,白银,fail,C,oxidation,reject,oxidized,1.38,0.408,标称白银，表面氧化严重
qc_gold_fail_plating_0055,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.46,0.8964,标称黄金，疑似镀金/镀银
qc_gold_pass_0038,gold,黄金,pass,B,none,release,polished,2.17,0.9219,标称黄金饰品，产线质检 ROI
qc_silver_fail_ox_0044,silver,白银,fail,C,oxidation,reject,oxidized,1.44,0.3924,标称白银，表面氧化严重
qc_gold_fail_contam_0063,gold,黄金,fail,C,contamination,quarantine,contaminated,1.15,0.6566,标称黄金，表面污染
qc_gold_pass_0057,gold,黄金,pass,A,none,release,polished,2.15,0.9321,标称黄金饰品，产线质检 ROI
qc_silver_recheck_0015,silver,白银,recheck,C,none,recheck,polished,0.99,0.8934,标称白银，光谱指标边界偏离
qc_silver_pass_0049,silver,白银,pass,B,none,release,polished,1.05,0.9409,标称白银饰品，产线质检 ROI
qc_silver_fail_mismatch_0035,silver,白银,fail,C,material_mismatch,reject,polished,1.12,0.8836,标称白银，材质严重不符
qc_gold_fail_mismatch_0034,gold,黄金,fail,C,material_mismatch,reject,polished,2.18,0.8991,标称黄金，材质严重不符
qc_gold_fail_mismatch_0006,gold,黄金,fail,C,material_mismatch,reject,polished,1.16,0.8767,标称黄金，材质严重不符
qc_gold_recheck_nir_0028,gold,黄金,recheck,C,none,recheck,brushed,2.05,0.8989,标称黄金，近红外反射略低，边界样本
qc_gold_fail_mismatch_0051,gold,黄金,fail,C,material_mismatch,reject,polished,1.09,0.9061,标称黄金，材质严重不符
qc_gold_recheck_copper_0025,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.15,0.9002,标称黄金，光谱疑似铜色替代
qc_gold_pass_0052,gold,黄金,pass,B,none,release,brushed,2.19,0.9293,标称黄金饰品，产线质检 ROI
qc_gold_pass_0031,gold,黄金,pass,B,none,release,brushed,2.16,0.9342,标称黄金饰品，产线质检 ROI
qc_silver_pass_0017,silver,白银,pass,A,none,release,brushed,1.03,0.9414,标称白银饰品，产线质检 ROI
qc_silver_fail_plating_0027,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.44,0.8862,标称白银，疑似镀金/镀银
qc_silver_fail_plating_0001,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.45,0.8793,标称白银，疑似镀金/镀银
qc_gold_fail_contam_0008,gold,黄金,fail,C,contamination,quarantine,contaminated,1.4,0.6633,标称黄金，表面污染
qc_gold_fail_plating_0014,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.36,0.8841,标称黄金，疑似镀金/镀银
qc_silver_fail_mismatch_0030,silver,白银,fail,C,material_mismatch,reject,polished,1.09,0.911,标称白银，材质严重不符
qc_silver_pass_0024,silver,白银,pass,A,none,release,polished,1.02,0.9578,标称白银饰品，产线质检 ROI
qc_silver_fail_ox_0046,silver,白银,fail,C,oxidation,reject,oxidized,1.16,0.3916,标称白银，表面氧化严重
qc_gold_fail_plating_0043,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.41,0.8972,标称黄金，疑似镀金/镀银
qc_silver_fail_contam_0016,silver,白银,fail,C,contamination,quarantine,contaminated,1.31,0.6562,标称白银，表面污染
qc_silver_pass_0128,silver,白银,pass,A,none,release,brushed,1.03,0.9465,标称白银饰品，产线质检 ROI
qc_silver_fail_plating_0033,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.42,0.8822,标称白银，疑似镀金/镀银
qc_gold_recheck_copper_0006,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.36,0.9039,标称黄金，光谱疑似铜色替代
qc_gold_fail_mismatch_0002,gold,黄金,fail,C,material_mismatch,reject,polished,1.11,0.8902,标称黄金，材质严重不符
qc_gold_pass_0125,gold,黄金,pass,B,none,release,brushed,2.03,0.9392,标称黄金饰品，产线质检 ROI
qc_gold_pass_0039,gold,黄金,pass,B,none,release,polished,2.02,0.9411,标称黄金饰品，产线质检 ROI
qc_gold_pass_0055,gold,黄金,pass,B,none,release,brushed,2.23,0.934,标称黄金饰品，产线质检 ROI
qc_gold_recheck_copper_0019,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.02,0.8759,标称黄金，光谱疑似铜色替代
qc_silver_recheck_0001,silver,白银,recheck,C,none,recheck,polished,1.12,0.9112,标称白银，光谱指标边界偏离
qc_silver_fail_ox_0030,silver,白银,fail,C,oxidation,reject,oxidized,1.31,0.41,标称白银，表面氧化严重
qc_silver_fail_ox_0064,silver,白银,fail,C,oxidation,reject,oxidized,1.56,0.4021,标称白银，表面氧化严重
qc_gold_pass_0111,gold,黄金,pass,A,none,release,brushed,2.06,0.9354,标称黄金饰品，产线质检 ROI
qc_gold_fail_mismatch_0040,gold,黄金,fail,C,material_mismatch,reject,polished,2.13,0.8972,标称黄金，材质严重不符
qc_silver_pass_0111,silver,白银,pass,A,none,release,polished,1.04,0.9509,标称白银饰品，产线质检 ROI
qc_gold_fail_mismatch_0052,gold,黄金,fail,C,material_mismatch,reject,polished,2.13,0.8825,标称黄金，材质严重不符
qc_gold_recheck_copper_0054,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.27,0.8995,标称黄金，光谱疑似铜色替代
qc_silver_pass_0020,silver,白银,pass,B,none,release,polished,1.0,0.9417,标称白银饰品，产线质检 ROI
qc_silver_pass_0043,silver,白银,pass,B,none,release,polished,1.05,0.9356,标称白银饰品，产线质检 ROI
qc_gold_pass_0165,gold,黄金,pass,B,none,release,brushed,2.25,0.9271,标称黄金饰品，产线质检 ROI
qc_silver_fail_plating_0039,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.37,0.8849,标称白银，疑似镀金/镀银
qc_silver_pass_0016,silver,白银,pass,B,none,release,polished,1.05,0.9462,标称白银饰品，产线质检 ROI
qc_gold_fail_ox_0037,gold,黄金,fail,C,oxidation,reject,oxidized,1.24,0.3535,标称黄金，表面氧化发黑
qc_silver_fail_mismatch_0001,silver,白银,fail,C,material_mismatch,reject,polished,2.25,0.895,标称白银，材质严重不符
qc_gold_fail_contam_0015,gold,黄金,fail,C,contamination,quarantine,contaminated,1.21,0.6606,标称黄金，表面污染
qc_gold_fail_contam_0056,gold,黄金,fail,C,contamination,quarantine,contaminated,1.22,0.6649,标称黄金，表面污染
qc_gold_pass_0104,gold,黄金,pass,A,none,release,brushed,2.12,0.9336,标称黄金饰品，产线质检 ROI
qc_gold_recheck_copper_0009,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.44,0.8712,标称黄金，光谱疑似铜色替代
qc_gold_pass_0010,gold,黄金,pass,A,none,release,brushed,2.08,0.9428,标称黄金饰品，产线质检 ROI
qc_silver_fail_ox_0055,silver,白银,fail,C,oxidation,reject,oxidized,1.65,0.3962,标称白银，表面氧化严重
qc_silver_fail_contam_0052,silver,白银,fail,C,contamination,quarantine,contaminated,1.27,0.6684,标称白银，表面污染
qc_gold_fail_plating_0005,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.54,0.8753,标称黄金，疑似镀金/镀银
qc_silver_recheck_0014,silver,白银,recheck,C,none,recheck,polished,1.05,0.8935,标称白银，光谱指标边界偏离
qc_gold_recheck_nir_0047,gold,黄金,recheck,C,none,recheck,polished,2.0,0.8941,标称黄金，近红外反射略低，边界样本
qc_silver_pass_0034,silver,白银,pass,B,none,release,brushed,1.04,0.9392,标称白银饰品，产线质检 ROI
qc_gold_fail_ox_0032,gold,黄金,fail,C,oxidation,reject,oxidized,1.62,0.4156,标称黄金，表面氧化发黑
qc_silver_pass_0031,silver,白银,pass,B,none,release,polished,1.05,0.9365,标称白银饰品，产线质检 ROI
qc_gold_pass_0003,gold,黄金,pass,B,none,release,brushed,2.17,0.9233,标称黄金饰品，产线质检 ROI
qc_gold_recheck_copper_0049,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.31,0.897,标称黄金，光谱疑似铜色替代
qc_silver_fail_ox_0010,silver,白银,fail,C,oxidation,reject,oxidized,1.48,0.3979,标称白银，表面氧化严重
qc_silver_pass_0113,silver,白银,pass,A,none,release,polished,1.04,0.9462,标称白银饰品，产线质检 ROI
qc_silver_pass_0042,silver,白银,pass,A,none,release,brushed,1.02,0.9517,标称白银饰品，产线质检 ROI
qc_gold_recheck_nir_0016,gold,黄金,recheck,C,none,recheck,polished,2.05,0.8736,标称黄金，近红外反射略低，边界样本
qc_gold_fail_ox_0001,gold,黄金,fail,C,oxidation,reject,oxidized,1.44,0.3654,标称黄金，表面氧化发黑
qc_gold_pass_0162,gold,黄金,pass,B,none,release,polished,2.16,0.9347,标称黄金饰品，产线质检 ROI
qc_gold_recheck_copper_0030,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.47,0.892,标称黄金，光谱疑似铜色替代
qc_silver_fail_ox_0029,silver,白银,fail,C,oxidation,reject,oxidized,1.49,0.4018,标称白银，表面氧化严重
qc_silver_fail_ox_0050,silver,白银,fail,C,oxidation,reject,oxidized,1.61,0.4036,标称白银，表面氧化严重
qc_gold_fail_plating_0050,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.42,0.8793,标称黄金，疑似镀金/镀银
qc_gold_recheck_nir_0014,gold,黄金,recheck,C,none,recheck,brushed,2.34,0.8921,标称黄金，近红外反射略低，边界样本
qc_silver_fail_ox_0011,silver,白银,fail,C,oxidation,reject,oxidized,1.41,0.3984,标称白银，表面氧化严重
qc_silver_pass_0014,silver,白银,pass,A,none,release,polished,1.04,0.9507,标称白银饰品，产线质检 ROI
qc_gold_recheck_nir_0032,gold,黄金,recheck,C,none,recheck,brushed,2.11,0.898,标称黄金，近红外反射略低，边界样本
qc_gold_recheck_nir_0010,gold,黄金,recheck,C,none,recheck,brushed,1.99,0.8785,标称黄金，近红外反射略低，边界样本
qc_gold_pass_0135,gold,黄金,pass,B,none,release,polished,2.03,0.9365,标称黄金饰品，产线质检 ROI
qc_gold_pass_0118,gold,黄金,pass,A,none,release,brushed,2.04,0.9385,标称黄金饰品，产线质检 ROI
qc_gold_pass_0138,gold,黄金,pass,B,none,release,brushed,2.02,0.9262,标称黄金饰品，产线质检 ROI
qc_gold_fail_ox_0048,gold,黄金,fail,C,oxidation,reject,oxidized,1.32,0.3326,标称黄金，表面氧化发黑
qc_gold_recheck_copper_0048,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.17,0.8947,标称黄金，光谱疑似铜色替代
qc_silver_pass_0038,silver,白银,pass,A,none,release,brushed,1.02,0.9506,标称白银饰品，产线质检 ROI
qc_silver_pass_0129,silver,白银,pass,B,none,release,brushed,1.05,0.9423,标称白银饰品，产线质检 ROI
qc_silver_pass_0159,silver,白银,pass,A,none,release,brushed,1.04,0.9432,标称白银饰品，产线质检 ROI
qc_silver_pass_0067,silver,白银,pass,A,none,release,polished,1.02,0.9478,标称白银饰品，产线质检 ROI
qc_gold_fail_contam_0013,gold,黄金,fail,C,contamination,quarantine,contaminated,1.23,0.6586,标称黄金，表面污染
qc_gold_pass_0167,gold,黄金,pass,A,none,release,polished,2.04,0.933,标称黄金饰品，产线质检 ROI
qc_silver_fail_plating_0041,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.45,0.8768,标称白银，疑似镀金/镀银
qc_silver_fail_plating_0009,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.37,0.8941,标称白银，疑似镀金/镀银
qc_gold_recheck_nir_0024,gold,黄金,recheck,C,none,recheck,polished,2.22,0.893,标称黄金，近红外反射略低，边界样本
qc_gold_fail_ox_0021,gold,黄金,fail,C,oxidation,reject,oxidized,1.44,0.3945,标称黄金，表面氧化发黑
qc_gold_pass_0088,gold,黄金,pass,B,none,release,brushed,2.23,0.941,标称黄金饰品，产线质检 ROI
qc_gold_recheck_copper_0051,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.25,0.8834,标称黄金，光谱疑似铜色替代
qc_gold_fail_mismatch_0003,gold,黄金,fail,C,material_mismatch,reject,polished,2.19,0.9117,标称黄金，材质严重不符
qc_gold_fail_contam_0061,gold,黄金,fail,C,contamination,quarantine,contaminated,1.23,0.6586,标称黄金，表面污染
qc_gold_pass_0099,gold,黄金,pass,B,none,release,polished,2.28,0.9346,标称黄金饰品，产线质检 ROI
qc_gold_pass_0081,gold,黄金,pass,A,none,release,brushed,2.07,0.9355,标称黄金饰品，产线质检 ROI
qc_gold_fail_plating_0036,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.52,0.8982,标称黄金，疑似镀金/镀银
qc_gold_pass_0080,gold,黄金,pass,B,none,release,polished,2.17,0.9353,标称黄金饰品，产线质检 ROI
qc_gold_recheck_nir_0033,gold,黄金,recheck,C,none,recheck,polished,2.07,0.8989,标称黄金，近红外反射略低，边界样本
qc_silver_pass_0117,silver,白银,pass,A,none,release,brushed,1.03,0.9417,标称白银饰品，产线质检 ROI
qc_gold_pass_0108,gold,黄金,pass,B,none,release,brushed,2.18,0.9342,标称黄金饰品，产线质检 ROI
qc_gold_fail_plating_0010,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.4,0.8858,标称黄金，疑似镀金/镀银
qc_silver_recheck_0013,silver,白银,recheck,C,none,recheck,polished,1.06,0.9113,标称白银，光谱指标边界偏离
qc_gold_fail_plating_0052,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.39,0.8825,标称黄金，疑似镀金/镀银
qc_silver_fail_ox_0013,silver,白银,fail,C,oxidation,reject,oxidized,1.41,0.4056,标称白银，表面氧化严重
qc_silver_pass_0066,silver,白银,pass,B,none,release,brushed,1.05,0.9442,标称白银饰品，产线质检 ROI
qc_silver_pass_0096,silver,白银,pass,A,none,release,brushed,1.03,0.9481,标称白银饰品，产线质检 ROI
qc_silver_fail_mismatch_0017,silver,白银,fail,C,material_mismatch,reject,polished,2.26,0.8897,标称白银，材质严重不符
qc_gold_recheck_nir_0043,gold,黄金,recheck,C,none,recheck,polished,1.96,0.887,标称黄金，近红外反射略低，边界样本
qc_gold_pass_0157,gold,黄金,pass,B,none,release,brushed,1.99,0.9401,标称黄金饰品，产线质检 ROI
qc_silver_pass_0081,silver,白银,pass,A,none,release,brushed,1.04,0.9457,标称白银饰品，产线质检 ROI
qc_gold_pass_0158,gold,黄金,pass,A,none,release,brushed,2.09,0.9348,标称黄金饰品，产线质检 ROI
qc_gold_pass_0110,gold,黄金,pass,A,none,release,brushed,2.14,0.947,标称黄金饰品，产线质检 ROI
qc_gold_pass_0119,gold,黄金,pass,A,none,release,brushed,2.12,0.9387,标称黄金饰品，产线质检 ROI
qc_gold_recheck_copper_0039,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.43,0.8918,标称黄金，光谱疑似铜色替代
qc_gold_pass_0056,gold,黄金,pass,A,none,release,brushed,2.08,0.9338,标称黄金饰品，产线质检 ROI
qc_silver_recheck_0037,silver,白银,recheck,C,none,recheck,polished,1.04,0.9057,标称白银，光谱指标边界偏离
qc_gold_fail_plating_0019,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.47,0.8833,标称黄金，疑似镀金/镀银
qc_gold_fail_contam_0014,gold,黄金,fail,C,contamination,quarantine,contaminated,1.27,0.6537,标称黄金，表面污染
qc_gold_recheck_nir_0006,gold,黄金,recheck,C,none,recheck,brushed,2.03,0.8769,标称黄金，近红外反射略低，边界样本
qc_silver_pass_0100,silver,白银,pass,A,none,release,polished,1.04,0.9471,标称白银饰品，产线质检 ROI
qc_silver_pass_0176,silver,白银,pass,A,none,release,polished,1.02,0.9539,标称白银饰品，产线质检 ROI
qc_gold_fail_mismatch_0015,gold,黄金,fail,C,material_mismatch,reject,polished,1.09,0.8867,标称黄金，材质严重不符
qc_gold_pass_0176,gold,黄金,pass,A,none,release,brushed,2.05,0.9388,标称黄金饰品，产线质检 ROI
qc_silver_recheck_0038,silver,白银,recheck,C,none,recheck,polished,0.96,0.8992,标称白银，光谱指标边界偏离
qc_gold_recheck_nir_0026,gold,黄金,recheck,C,none,recheck,brushed,1.98,0.8862,标称黄金，近红外反射略低，边界样本
qc_gold_pass_0049,gold,黄金,pass,B,none,release,polished,1.97,0.943,标称黄金饰品，产线质检 ROI
qc_gold_pass_0156,gold,黄金,pass,B,none,release,brushed,2.2,0.9304,标称黄金饰品，产线质检 ROI
qc_silver_pass_0169,silver,白银,pass,A,none,release,brushed,1.03,0.944,标称白银饰品，产线质检 ROI
qc_silver_pass_0046,silver,白银,pass,A,none,release,brushed,1.02,0.9455,标称白银饰品，产线质检 ROI
qc_gold_recheck_copper_0038,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.07,0.8798,标称黄金，光谱疑似铜色替代
qc_silver_fail_ox_0049,silver,白银,fail,C,oxidation,reject,oxidized,1.28,0.3923,标称白银，表面氧化严重
qc_gold_pass_0092,gold,黄金,pass,B,none,release,brushed,2.0,0.9462,标称黄金饰品，产线质检 ROI
qc_gold_pass_0084,gold,黄金,pass,B,none,release,brushed,2.03,0.9313,标称黄金饰品，产线质检 ROI
